cell_line,drug_name,total_drugs_for_cell_line,possible_combinations
KATOIIIHIGH4547,VORINOSTAT,22,231
KATOIIIHIGH4547,RAF265,22,231
KATOIIIHIGH4547,BAY 65-1942,22,231
KATOIIIHIGH4547,CEDIRANIB,22,231
KATOIIIHIGH4547,AZD1480,22,231
KATOIIIHIGH4547,AZD4547,22,231
KATOIIIHIGH4547,SAPITINIB,22,231
SNU16FGF,OLAPARIB,22,231
SNU16FGF,AZD1208,22,231
SNU16FGF,NAVITOCLAX,22,231
SNU16FGF,5-AZACYTIDINE,22,231
SNU16FGF,CHLOROQUINE,22,231
SNU16FGF,AZD4320,22,231
SNU16FGF,AZ20,22,231
SNU16FGF,AZD5582,22,231
SNU16FGF,AZD2014,22,231
SNU16FGF,946128-88-7,22,231
SNU16FGF,AZD5363,22,231
SNU16FGF,"001, RAD",22,231
SNU16FGF,ONALESPIB,22,231
SNU16FGF,AZD7762,22,231
SNU16FGF,CARFILZOMIB,22,231
SNU16FGF,VORINOSTAT,22,231
SNU16FGF,RAF265,22,231
SNU16FGF,BAY 65-1942,22,231
SNU16FGF,CEDIRANIB,22,231
SNU16FGF,AZD1480,22,231
SNU16FGF,AZD4547,22,231
SNU16FGF,SAPITINIB,22,231
SNU16HIGH4547,OLAPARIB,22,231
SNU16HIGH4547,AZD1208,22,231
SNU16HIGH4547,NAVITOCLAX,22,231
SNU16HIGH4547,5-AZACYTIDINE,22,231
SNU16HIGH4547,CHLOROQUINE,22,231
SNU16HIGH4547,AZD4320,22,231
SNU16HIGH4547,AZ20,22,231
SNU16HIGH4547,AZD5582,22,231
SNU16HIGH4547,AZD2014,22,231
SNU16HIGH4547,946128-88-7,22,231
SNU16HIGH4547,AZD5363,22,231
SNU16HIGH4547,"001, RAD",22,231
SNU16HIGH4547,ONALESPIB,22,231
SNU16HIGH4547,AZD7762,22,231
SNU16HIGH4547,CARFILZOMIB,22,231
SNU16HIGH4547,VORINOSTAT,22,231
SNU16HIGH4547,RAF265,22,231
SNU16HIGH4547,BAY 65-1942,22,231
SNU16HIGH4547,CEDIRANIB,22,231
SNU16HIGH4547,AZD1480,22,231
SNU16HIGH4547,AZD4547,22,231
SNU16HIGH4547,SAPITINIB,22,231
647V,OLAPARIB,20,190
647V,AZD8186,20,190
647V,957054-30-7,20,190
647V,AZD5582,20,190
647V,AZD2014,20,190
647V,SARACATINIB,20,190
647V,SELUMETINIB,20,190
647V,ONALESPIB,20,190
647V,AZD6738,20,190
647V,AZD7762,20,190
647V,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
647V,VORINOSTAT,20,190
647V,AZD1208,20,190
647V,AZD4320,20,190
647V,KU-60019,20,190
647V,AZD5363,20,190
647V,CIS-PLATIN,20,190
647V,AZD4547,20,190
647V,AZD-4877,20,190
647V,SAPITINIB,20,190
BFTC-905,OLAPARIB,20,190
BFTC-905,AZD8186,20,190
BFTC-905,957054-30-7,20,190
BFTC-905,AZD5582,20,190
BFTC-905,AZD2014,20,190
BFTC-905,SARACATINIB,20,190
BFTC-905,SELUMETINIB,20,190
BFTC-905,ONALESPIB,20,190
BFTC-905,AZD6738,20,190
BFTC-905,AZD7762,20,190
BFTC-905,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
BFTC-905,VORINOSTAT,20,190
BFTC-905,AZD1208,20,190
BFTC-905,AZD4320,20,190
BFTC-905,KU-60019,20,190
BFTC-905,AZD5363,20,190
BFTC-905,CIS-PLATIN,20,190
BFTC-905,AZD4547,20,190
BFTC-905,AZD-4877,20,190
BFTC-905,SAPITINIB,20,190
HT-1197,OLAPARIB,20,190
HT-1197,AZD8186,20,190
HT-1197,957054-30-7,20,190
HT-1197,AZD5582,20,190
HT-1197,AZD2014,20,190
HT-1197,SARACATINIB,20,190
HT-1197,SELUMETINIB,20,190
HT-1197,ONALESPIB,20,190
HT-1197,AZD6738,20,190
HT-1197,AZD7762,20,190
HT-1197,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
HT-1197,VORINOSTAT,20,190
HT-1197,AZD1208,20,190
HT-1197,AZD4320,20,190
HT-1197,KU-60019,20,190
HT-1197,AZD5363,20,190
HT-1197,CIS-PLATIN,20,190
HT-1197,AZD4547,20,190
HT-1197,AZD-4877,20,190
HT-1197,SAPITINIB,20,190
HT-1376,OLAPARIB,20,190
HT-1376,AZD8186,20,190
HT-1376,957054-30-7,20,190
HT-1376,AZD5582,20,190
HT-1376,AZD2014,20,190
HT-1376,SARACATINIB,20,190
HT-1376,SELUMETINIB,20,190
HT-1376,ONALESPIB,20,190
HT-1376,AZD6738,20,190
HT-1376,AZD7762,20,190
HT-1376,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
HT-1376,VORINOSTAT,20,190
HT-1376,AZD1208,20,190
HT-1376,AZD4320,20,190
HT-1376,KU-60019,20,190
HT-1376,AZD5363,20,190
HT-1376,CIS-PLATIN,20,190
HT-1376,AZD4547,20,190
HT-1376,AZD-4877,20,190
HT-1376,SAPITINIB,20,190
J82,OLAPARIB,20,190
J82,AZD8186,20,190
J82,957054-30-7,20,190
J82,AZD5582,20,190
J82,AZD2014,20,190
J82,SARACATINIB,20,190
J82,SELUMETINIB,20,190
J82,ONALESPIB,20,190
J82,AZD6738,20,190
J82,AZD7762,20,190
J82,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
J82,VORINOSTAT,20,190
J82,AZD1208,20,190
J82,AZD4320,20,190
J82,KU-60019,20,190
J82,AZD5363,20,190
J82,CIS-PLATIN,20,190
J82,AZD4547,20,190
J82,AZD-4877,20,190
J82,SAPITINIB,20,190
JMSU-1,OLAPARIB,22,231
JMSU-1,AZD1208,22,231
JMSU-1,NAVITOCLAX,22,231
JMSU-1,5-AZACYTIDINE,22,231
JMSU-1,CHLOROQUINE,22,231
JMSU-1,AZD4320,22,231
JMSU-1,AZ20,22,231
JMSU-1,AZD5582,22,231
JMSU-1,AZD2014,22,231
JMSU-1,946128-88-7,22,231
JMSU-1,AZD5363,22,231
JMSU-1,"001, RAD",22,231
JMSU-1,ONALESPIB,22,231
JMSU-1,AZD7762,22,231
JMSU-1,CARFILZOMIB,22,231
JMSU-1,VORINOSTAT,22,231
JMSU-1,RAF265,22,231
JMSU-1,BAY 65-1942,22,231
JMSU-1,CEDIRANIB,22,231
JMSU-1,AZD1480,22,231
JMSU-1,AZD4547,22,231
JMSU-1,SAPITINIB,22,231
KU-19-19,OLAPARIB,20,190
KU-19-19,AZD8186,20,190
KU-19-19,957054-30-7,20,190
KU-19-19,AZD5582,20,190
KU-19-19,AZD2014,20,190
KU-19-19,SARACATINIB,20,190
KU-19-19,SELUMETINIB,20,190
KU-19-19,ONALESPIB,20,190
KU-19-19,AZD6738,20,190
KU-19-19,AZD7762,20,190
KU-19-19,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
KU-19-19,VORINOSTAT,20,190
KU-19-19,AZD1208,20,190
KU-19-19,AZD4320,20,190
KU-19-19,KU-60019,20,190
KU-19-19,AZD5363,20,190
KU-19-19,CIS-PLATIN,20,190
KU-19-19,AZD4547,20,190
KU-19-19,AZD-4877,20,190
KU-19-19,SAPITINIB,20,190
RT-112,OLAPARIB,31,465
RT-112,AZD8186,31,465
RT-112,957054-30-7,31,465
RT-112,CHLOROQUINE,31,465
RT-112,AZD5582,31,465
RT-112,AZ20,31,465
RT-112,AZD2014,31,465
RT-112,SARACATINIB,31,465
RT-112,946128-88-7,31,465
RT-112,SELUMETINIB,31,465
RT-112,ONALESPIB,31,465
RT-112,AZD6738,31,465
RT-112,AZD7762,31,465
RT-112,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),31,465
RT-112,CARFILZOMIB,31,465
RT-112,VORINOSTAT,31,465
RT-112,RAF265,31,465
RT-112,AZD1480,31,465
RT-112,AZD1208,31,465
RT-112,NAVITOCLAX,31,465
RT-112,5-AZACYTIDINE,31,465
RT-112,AZD4320,31,465
RT-112,KU-60019,31,465
RT-112,AZD5363,31,465
RT-112,CIS-PLATIN,31,465
RT-112,"001, RAD",31,465
RT-112,BAY 65-1942,31,465
RT-112,CEDIRANIB,31,465
RT-112,AZD4547,31,465
RT-112,AZD-4877,31,465
RT-112,SAPITINIB,31,465
RT-4,OLAPARIB,22,231
RT-4,AZD1208,22,231
RT-4,NAVITOCLAX,22,231
RT-4,5-AZACYTIDINE,22,231
RT-4,CHLOROQUINE,22,231
RT-4,AZD4320,22,231
RT-4,AZ20,22,231
RT-4,AZD5582,22,231
RT-4,AZD2014,22,231
RT-4,946128-88-7,22,231
RT-4,AZD5363,22,231
RT-4,"001, RAD",22,231
RT-4,ONALESPIB,22,231
RT-4,AZD7762,22,231
RT-4,CARFILZOMIB,22,231
RT-4,VORINOSTAT,22,231
RT-4,RAF265,22,231
RT-4,BAY 65-1942,22,231
RT-4,CEDIRANIB,22,231
RT-4,AZD1480,22,231
RT-4,AZD4547,22,231
RT-4,SAPITINIB,22,231
SW780,OLAPARIB,31,465
SW780,AZD8186,31,465
SW780,957054-30-7,31,465
SW780,CHLOROQUINE,31,465
SW780,AZD5582,31,465
SW780,AZ20,31,465
SW780,AZD2014,31,465
SW780,SARACATINIB,31,465
SW780,946128-88-7,31,465
SW780,SELUMETINIB,31,465
SW780,ONALESPIB,31,465
SW780,AZD6738,31,465
SW780,AZD7762,31,465
SW780,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),31,465
SW780,CARFILZOMIB,31,465
SW780,VORINOSTAT,31,465
SW780,RAF265,31,465
SW780,AZD1480,31,465
SW780,AZD1208,31,465
SW780,NAVITOCLAX,31,465
SW780,5-AZACYTIDINE,31,465
SW780,AZD4320,31,465
SW780,KU-60019,31,465
SW780,AZD5363,31,465
SW780,CIS-PLATIN,31,465
SW780,"001, RAD",31,465
SW780,BAY 65-1942,31,465
SW780,CEDIRANIB,31,465
SW780,AZD4547,31,465
SW780,AZD-4877,31,465
SW780,SAPITINIB,31,465
T24,OLAPARIB,20,190
T24,AZD8186,20,190
T24,957054-30-7,20,190
T24,AZD5582,20,190
T24,AZD2014,20,190
T24,SARACATINIB,20,190
T24,SELUMETINIB,20,190
T24,ONALESPIB,20,190
T24,AZD6738,20,190
T24,AZD7762,20,190
T24,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
T24,VORINOSTAT,20,190
T24,AZD1208,20,190
T24,AZD4320,20,190
T24,KU-60019,20,190
T24,AZD5363,20,190
T24,CIS-PLATIN,20,190
T24,AZD4547,20,190
T24,AZD-4877,20,190
T24,SAPITINIB,20,190
TCCSUP,OLAPARIB,20,190
TCCSUP,AZD8186,20,190
TCCSUP,957054-30-7,20,190
TCCSUP,AZD5582,20,190
TCCSUP,AZD2014,20,190
TCCSUP,SARACATINIB,20,190
TCCSUP,SELUMETINIB,20,190
TCCSUP,ONALESPIB,20,190
TCCSUP,AZD6738,20,190
TCCSUP,AZD7762,20,190
TCCSUP,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
TCCSUP,VORINOSTAT,20,190
TCCSUP,AZD1208,20,190
TCCSUP,AZD4320,20,190
TCCSUP,KU-60019,20,190
TCCSUP,AZD5363,20,190
TCCSUP,CIS-PLATIN,20,190
TCCSUP,AZD4547,20,190
TCCSUP,AZD-4877,20,190
TCCSUP,SAPITINIB,20,190
UM-UC-3,OLAPARIB,20,190
UM-UC-3,AZD8186,20,190
UM-UC-3,957054-30-7,20,190
UM-UC-3,AZD5582,20,190
UM-UC-3,AZD2014,20,190
UM-UC-3,SARACATINIB,20,190
UM-UC-3,SELUMETINIB,20,190
UM-UC-3,ONALESPIB,20,190
UM-UC-3,AZD6738,20,190
UM-UC-3,AZD7762,20,190
UM-UC-3,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
UM-UC-3,VORINOSTAT,20,190
UM-UC-3,AZD1208,20,190
UM-UC-3,AZD4320,20,190
UM-UC-3,KU-60019,20,190
UM-UC-3,AZD5363,20,190
UM-UC-3,CIS-PLATIN,20,190
UM-UC-3,AZD4547,20,190
UM-UC-3,AZD-4877,20,190
UM-UC-3,SAPITINIB,20,190
VM-CUB-1,OLAPARIB,20,190
VM-CUB-1,AZD8186,20,190
VM-CUB-1,957054-30-7,20,190
VM-CUB-1,AZD5582,20,190
VM-CUB-1,AZD2014,20,190
VM-CUB-1,SARACATINIB,20,190
VM-CUB-1,SELUMETINIB,20,190
VM-CUB-1,ONALESPIB,20,190
VM-CUB-1,AZD6738,20,190
VM-CUB-1,AZD7762,20,190
VM-CUB-1,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),20,190
VM-CUB-1,VORINOSTAT,20,190
VM-CUB-1,AZD1208,20,190
VM-CUB-1,AZD4320,20,190
VM-CUB-1,KU-60019,20,190
VM-CUB-1,AZD5363,20,190
VM-CUB-1,CIS-PLATIN,20,190
VM-CUB-1,AZD4547,20,190
VM-CUB-1,AZD-4877,20,190
VM-CUB-1,SAPITINIB,20,190
MGH-U3,OLAPARIB,31,465
MGH-U3,AZD8186,31,465
MGH-U3,957054-30-7,31,465
MGH-U3,CHLOROQUINE,31,465
MGH-U3,AZD5582,31,465
MGH-U3,AZ20,31,465
MGH-U3,AZD2014,31,465
MGH-U3,SARACATINIB,31,465
MGH-U3,946128-88-7,31,465
MGH-U3,SELUMETINIB,31,465
MGH-U3,ONALESPIB,31,465
MGH-U3,AZD6738,31,465
MGH-U3,AZD7762,31,465
MGH-U3,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),31,465
MGH-U3,CARFILZOMIB,31,465
MGH-U3,VORINOSTAT,31,465
MGH-U3,RAF265,31,465
MGH-U3,AZD1480,31,465
MGH-U3,AZD1208,31,465
MGH-U3,NAVITOCLAX,31,465
MGH-U3,5-AZACYTIDINE,31,465
MGH-U3,AZD4320,31,465
MGH-U3,KU-60019,31,465
MGH-U3,AZD5363,31,465
MGH-U3,CIS-PLATIN,31,465
MGH-U3,"001, RAD",31,465
MGH-U3,BAY 65-1942,31,465
MGH-U3,CEDIRANIB,31,465
MGH-U3,AZD4547,31,465
MGH-U3,AZD-4877,31,465
MGH-U3,SAPITINIB,31,465
JMSU1FGF,OLAPARIB,22,231
JMSU1FGF,AZD1208,22,231
JMSU1FGF,NAVITOCLAX,22,231
JMSU1FGF,5-AZACYTIDINE,22,231
JMSU1FGF,CHLOROQUINE,22,231
JMSU1FGF,AZD4320,22,231
JMSU1FGF,AZ20,22,231
JMSU1FGF,AZD5582,22,231
JMSU1FGF,AZD2014,22,231
JMSU1FGF,946128-88-7,22,231
JMSU1FGF,AZD5363,22,231
JMSU1FGF,"001, RAD",22,231
JMSU1FGF,ONALESPIB,22,231
JMSU1FGF,AZD7762,22,231
JMSU1FGF,CARFILZOMIB,22,231
JMSU1FGF,VORINOSTAT,22,231
JMSU1FGF,RAF265,22,231
JMSU1FGF,BAY 65-1942,22,231
JMSU1FGF,CEDIRANIB,22,231
JMSU1FGF,AZD1480,22,231
JMSU1FGF,AZD4547,22,231
JMSU1FGF,SAPITINIB,22,231
MGHU3FGF,OLAPARIB,22,231
MGHU3FGF,AZD1208,22,231
MGHU3FGF,NAVITOCLAX,22,231
MGHU3FGF,5-AZACYTIDINE,22,231
MGHU3FGF,CHLOROQUINE,22,231
MGHU3FGF,AZD4320,22,231
MGHU3FGF,AZ20,22,231
MGHU3FGF,AZD5582,22,231
MGHU3FGF,AZD2014,22,231
MGHU3FGF,946128-88-7,22,231
MGHU3FGF,AZD5363,22,231
MGHU3FGF,"001, RAD",22,231
MGHU3FGF,ONALESPIB,22,231
MGHU3FGF,AZD7762,22,231
MGHU3FGF,CARFILZOMIB,22,231
MGHU3FGF,VORINOSTAT,22,231
MGHU3FGF,RAF265,22,231
MGHU3FGF,BAY 65-1942,22,231
MGHU3FGF,CEDIRANIB,22,231
MGHU3FGF,AZD1480,22,231
MGHU3FGF,AZD4547,22,231
MGHU3FGF,SAPITINIB,22,231
RT112FGF,OLAPARIB,22,231
RT112FGF,AZD1208,22,231
RT112FGF,NAVITOCLAX,22,231
RT112FGF,5-AZACYTIDINE,22,231
RT112FGF,CHLOROQUINE,22,231
RT112FGF,AZD4320,22,231
RT112FGF,AZ20,22,231
RT112FGF,AZD5582,22,231
RT112FGF,AZD2014,22,231
RT112FGF,946128-88-7,22,231
RT112FGF,AZD5363,22,231
RT112FGF,"001, RAD",22,231
RT112FGF,ONALESPIB,22,231
RT112FGF,AZD7762,22,231
RT112FGF,CARFILZOMIB,22,231
RT112FGF,VORINOSTAT,22,231
RT112FGF,RAF265,22,231
RT112FGF,BAY 65-1942,22,231
RT112FGF,CEDIRANIB,22,231
RT112FGF,AZD1480,22,231
RT112FGF,AZD4547,22,231
RT112FGF,SAPITINIB,22,231
RT4FGF,OLAPARIB,22,231
RT4FGF,AZD1208,22,231
RT4FGF,NAVITOCLAX,22,231
RT4FGF,5-AZACYTIDINE,22,231
RT4FGF,CHLOROQUINE,22,231
RT4FGF,AZD4320,22,231
RT4FGF,AZ20,22,231
RT4FGF,AZD5582,22,231
RT4FGF,AZD2014,22,231
RT4FGF,946128-88-7,22,231
RT4FGF,AZD5363,22,231
RT4FGF,"001, RAD",22,231
RT4FGF,ONALESPIB,22,231
RT4FGF,AZD7762,22,231
RT4FGF,CARFILZOMIB,22,231
RT4FGF,VORINOSTAT,22,231
RT4FGF,RAF265,22,231
RT4FGF,BAY 65-1942,22,231
RT4FGF,CEDIRANIB,22,231
RT4FGF,AZD1480,22,231
RT4FGF,AZD4547,22,231
RT4FGF,SAPITINIB,22,231
SW780FGF,OLAPARIB,22,231
SW780FGF,AZD1208,22,231
SW780FGF,NAVITOCLAX,22,231
SW780FGF,5-AZACYTIDINE,22,231
SW780FGF,CHLOROQUINE,22,231
SW780FGF,AZD4320,22,231
SW780FGF,AZ20,22,231
SW780FGF,AZD5582,22,231
SW780FGF,AZD2014,22,231
SW780FGF,946128-88-7,22,231
SW780FGF,AZD5363,22,231
SW780FGF,"001, RAD",22,231
SW780FGF,ONALESPIB,22,231
SW780FGF,AZD7762,22,231
SW780FGF,CARFILZOMIB,22,231
SW780FGF,VORINOSTAT,22,231
SW780FGF,RAF265,22,231
SW780FGF,BAY 65-1942,22,231
SW780FGF,CEDIRANIB,22,231
SW780FGF,AZD1480,22,231
SW780FGF,AZD4547,22,231
SW780FGF,SAPITINIB,22,231
